kode,nama_tender,instansi,status_tender,hps,5,6,7,8,9,10,11,12,13,kategori,pagu,hps_detail,nama_pemenang,alamat_pemenang,npwp_pemenang,penawaran_pemenang,preprocessing
218119,Pencetakan dan Pengiriman Media Informasi Perencanaan Pembangunan Tahun 2012,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"135,1 Jt",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,0,"Rp 135.106.400,00","Rp 135.106.400,00",CV. TIGA PUTRA JAYA,Jl. Duku V No. 7 Kr. Jati - Jakarta Timur  - Jakarta Timur (Kota) - DKI Jakarta,01.343.463.4-005.000,"Rp 114.393.840,00",pencetakan pengiriman media informasi perencanaan pembangunan tahun 2012
217119,Pengadaan Truck Angkut Personil Rescuer,Badan SAR Nasional,Tender Sudah Selesai,"4,3 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,3,"Rp 4.300.000.000,00","Rp 4.276.800.000,00",PT. GAPURA INTAN MANDIRI,Jl. Kayu Putih IV Blok D No. 1 Rt. 003 / Rw. 006 Kel. Pulogadung - Kec. Pulogadung  - Jakarta Timur (Kota) - DKI Jakarta,21.109.363.8-003.000,"Rp 4.207.500.000,00",pengadaan truck angkut personil rescuer
215119,Pekerjaan Pengadaan Digital Media Comm And Monitoring Mobile,Badan SAR Nasional,Tender Sudah Selesai,"12,2 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,12,"Rp 12.250.000.000,00","Rp 12.246.152.600,00",MANDIRI TEGAR ADIGUNA,"Menara Citicon Lt.11C Jl.Letjend S.Parman KAV.72. Kelurahan.Slipi,Kecamatan.Palmerah  - Jakarta Barat (Kota) - DKI Jakarta",02.623.377.5-019.000,"Rp 11.899.624.000,00",pekerjaan pengadaan digital media comm and monitoring mobile
212119,Upgrade Terowongan Angin Subsonik <span class='label label-warning'>Tender Ulang</span>,Lembaga Penerbangan Dan Antariksa Nasional (LAPAN),Tender Sudah Selesai,"2,5 M",Prakualifikasi Dua File,Lelang Umum,Sistem Nilai,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,8,"Rp 2.500.000.000,00","Rp 2.500.000.000,00",PT. Uavindo Nusantara,Jl. Palem F-10 Taman Bukit Lagadar Rt.01/09 Kel. Lagadar Kec. Margaasih  - Bandung (Kab.) - Jawa Barat,02.009.093.2-445.000,,upgrade terowongan angin subsonik span class='label label-warning tender ulang /span
209119,"Jasa Konsultansi Penyusun Prosedur Layanan TI, SOP dan Regulasi e-Procurement <span class='label label-warning'>Seleksi Ulang</span>",Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"230,4 Jt",Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,Jasa Konsultansi Badan Usaha - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,9,"Rp 239.450.000,00","Rp 230.450.000,00",PT. Waditra Reka Cipta Bandung,"Komp. The Awani Residence, Jl. Awani Raya No. A-29 Ngamprah Bandung Barat  - Bandung Barat (Kab.) - Jawa Barat",02.244.448.3-421.000,,jasa konsultansi penyusun prosedur layanan ti sop regulasi e-procurement span class='label label-warning seleksi ulang /span
207119,"PEKERJAAN PI 100 AIRFRAME HR-1521 DAN HR-1522, PERBAIKAN KOMPONEN, DAN ACCESSORIES ENGINE HR-1518 PESAWAT HELIKOPTER B0-105 KANTOR PUSAT BADAN SAR NASIONAL",Badan SAR Nasional,Tender Sudah Selesai,"3,7 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,23,"Rp 3.700.000.000,00","Rp 3.699.000.000,00",PT. KADOMAS AVIASINDO,"RUKO PROMINANCE BLOK D-38 NO:42 JALUR SUTERA BARAT, ALAM SUTERA, SERPONG TANGERANG  - Tangerang Selatan (Kota) - Banten",02.702.743.2-017.000,"Rp 3.559.788.100,00",pekerjaan pi 100 airframe hr-1521 hr-1522 perbaikan komponen accessories engine hr-1518 pesawat helikopter b0-105 kantor pusat badan sar nasional
204119,Pencetakan Buku-Buku Kementerian PPN/Bappenas <span class='label label-warning'>Tender Ulang</span>,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"1,8 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,19,"Rp 1.757.311.531,00","Rp 1.757.311.531,00",CV. TIGA PUTRA JAYA,Jl. Duku V No. 7 Kr. Jati - Jakarta Timur  - Jakarta Timur (Kota) - DKI Jakarta,01.343.463.4-005.000,"Rp 1.697.620.348,00",pencetakan buku-buku kementerian ppn/bappenas span class='label label-warning tender ulang /span
200119,Pengadaan Jamuan Makan Kegiatan Refresh Menegement Training Bagi Pengelola LPSE <span class='label label-warning'>Tender Ulang</span>,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"309,8 Jt",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,4,"Rp 310.000.000,00","Rp 309.840.000,00",CV. DEWI CATERING SERVICE,JL. PALA II NO. 11A RT. 002/006 HARAPAN BARU KEL. KOTA BARU KEC. BEKASI BARAT  - Bekasi (Kota) - Jawa Barat,02.436.747.6-407.000,"Rp 238.835.000,00",pengadaan jamuan makan kegiatan refresh menegement training pengelola lpse span class='label label-warning tender ulang /span
197119,PENGADAAN PERALATAN MOUNTAINEERING,Badan SAR Nasional,Tender Sudah Selesai,"751,3 Jt",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,0,"Rp 751.275.000,00","Rp 751.273.600,00",PT. BONASSON LINTAS GLOBAL,"JL. IR.H. JUANDA NO.5A CIPUTAT MAS PLAZA BLOK E/K, REMPOA, CIPUTAT TIMUR, TANGSEL 15412  - Tangerang (Kota) - Banten",01.731.952.6-411.000,"Rp 732.851.900,00",pengadaan peralatan mountaineering
195119,Pengadaan Upgrade Kompresor Terowongan Angin <span class='label label-warning'>Tender Ulang</span>,Lembaga Penerbangan Dan Antariksa Nasional (LAPAN),Tender Sudah Selesai,"1,7 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,8,"Rp 1.700.000.000,00","Rp 1.661.094.270,00",PT. PRISMA NAUTIKA NUSANTARA,JL. KESADARAN NO 93 PONDOK BENDA  - Tangerang Selatan (Kota) - Banten,31.358.415.3-411.000,"Rp 1.451.318.000,00",pengadaan upgrade kompresor terowongan angin span class='label label-warning tender ulang /span
194119,1 (Satu) Paket Peralatan Pengamatan Ionosfer,Lembaga Penerbangan Dan Antariksa Nasional (LAPAN),Tender Sudah Selesai,"3,3 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,3,"Rp 3.283.165.000,00","Rp 3.282.519.700,00",PT. Subur Sakti Putera,"Jalan Tanah Abang III no. 15 Jakarta 10160, Indonesia  - Jakarta Pusat (Kota) - DKI Jakarta",01.312.987.9-028.000,"Rp 2.989.272.000,00",1 satu paket peralatan pengamatan ionosfer
193119,"Pekerjaan  Pengadaan  Emergency  SAR  Digilog 
Communication System Badan SAR Nasional ",Badan SAR Nasional,Tender Sudah Selesai,"20,5 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,13,"Rp 20.500.000.000,00","Rp 20.468.052.000,00",PT. KRIDA SETIA ABADI,"JALAN TANAH ABANG III. NO. 15  JAKARTA 10160, INDONESIA  - Jakarta Pusat (Kota) - DKI Jakarta",01.396.756.7-028.000,"Rp 20.419.982.000,00",pekerjaan pengadaan emergency sar digilog communication system badan sar nasional
192119,Jasa Konsultansi Pengembangan Sistem <span class='label label-warning'>Seleksi Ulang</span>,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,674 Jt,Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,Jasa Konsultansi Badan Usaha - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,19,"Rp 799.060.000,00","Rp 674.000.000,00",PT. PAKAR SOLUSI TELEMATIKA,Jl. Bijaksana I No. 10  - Bandung (Kota) - Jawa Barat,02.244.651.2-428.000,,jasa konsultansi pengembangan sistem span class='label label-warning seleksi ulang /span
191119,PENGADAAN SEA FLIR ,Badan SAR Nasional,Tender Sudah Selesai,25 M,Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,15,"Rp 25.000.000.000,00","Rp 24.998.765.000,00",PT. KRIDA SETIA ABADI,"JALAN TANAH ABANG III. NO. 15  JAKARTA 10160, INDONESIA  - Jakarta Pusat (Kota) - DKI Jakarta",01.396.756.7-028.000,"Rp 24.954.600.000,00",pengadaan sea flir
190119,Pencetakan Majalah kabar Bappenas Tahun 2012 dan Pencetakan Kalender Tahun 2013,Arsip Nasional Republik Indonesia,Tender Sudah Selesai,"239,8 Jt",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,1,"Rp 240.000.000,00","Rp 239.841.002,00",PT. WARNASAPARASI INDAHGRAFIKA,Jl..Raya Bogor Km.19 No.1E Rt.002 Rw.010 Kramat Jati Jakarta-Timur  - Jakarta Timur (Kota) - DKI Jakarta,01.895.251.5-005.000,"Rp 158.730.000,00",pencetakan majalah kabar bappenas tahun 2012 pencetakan kalender tahun 2013
188119,Pengadaan Peralatan Multicasting diameter 100 mm,Lembaga Penerbangan Dan Antariksa Nasional (LAPAN),Tender Sudah Selesai,"296,6 Jt",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,0,"Rp 300.000.000,00","Rp 296.591.900,00",CV MULYA LESTARI,Jl. Sukamulus No. 279 Cicadas Bandung  - Bandung (Kota) - Jawa Barat,02.778.542.7-423.000,"Rp 207.600.000,00",pengadaan peralatan multicasting diameter 100 mm
186119,Pengadaan Barang/Jasa  Konsultan Perencanaan Pembangunan Gedung Kantor Pengadilan Agama Tigaraksa Tahap II      <span class='label label-warning'>Seleksi Ulang</span>,Pengadilan Agama Tigaraksa,Tender Sudah Selesai,110 Jt,Prakualifikasi Satu File,Seleksi Sederhana,Pagu Anggaran,Jasa Konsultansi Badan Usaha - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,19,"Rp 110.000.000,00","Rp 110.000.000,00",PT. POLA INTI KONSULTAMA,"Jl. Meranti Kav.1034 Bukit Nusa Indah Ciputat, Tangerang  - Tangerang Selatan (Kota) - Banten",01.775.130.6-411.000,"Rp 90.508.000,00",pengadaan barang/jasa konsultan perencanaan pembangunan gedung kantor pengadilan agama tigaraksa tahap ii span class='label label-warning seleksi ulang /span
183119,Pengadaan Jasa Layanan Internet,Lembaga Penerbangan Dan Antariksa Nasional (LAPAN),Tender Sudah Selesai,365 Jt,Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,18,"Rp 490.800.000,00","Rp 364.980.000,00",PT. CYBER NETWORK INDONESIA,"Gedung Cyber Lt. 9, Jl. Kuningan Barat No. 8, RT/RW. 001/003 Kel. Kuningan Barat, Kec. Mampang Prapatan, Jakarta Selatan 12710  - Jakarta Selatan (Kota) - DKI Jakarta",02.427.219.7-014.000,"Rp 190.300.000,00",pengadaan jasa layanan internet
182119,PENGADAAN BAHAN PRODUKSI AP <span class='label label-warning'>Tender Ulang</span>,Lembaga Penerbangan Dan Antariksa Nasional (LAPAN),Tender Sudah Selesai,"569,2 Jt",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,20,"Rp 570.000.000,00","Rp 569.250.000,00",CV. Tetra Prima,Jl. Rajawali Blok BB No 9 Cipinang Indah II Jakarta Timur  - Jakarta Timur (Kota) - DKI Jakarta,02.445.132.0-008.000,"Rp 370.700.000,00",pengadaan bahan produksi ap span class='label label-warning tender ulang /span
181119,Pekerjaan Pengadaan Integrated High Communication Tactical Dual Mode Badan SAR Nasional,Badan SAR Nasional,Tender Sudah Selesai,19 M,Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,7,"Rp 19.100.000.000,00","Rp 19.047.600.000,00",PT.UNIQUE,Grand Wijaya Center Blok C No.19  - Jakarta Selatan (Kota) - DKI Jakarta,02.062.654.5-019.000,"Rp 18.476.172.000,00",pekerjaan pengadaan integrated high communication tactical dual mode badan sar nasional
180119,PENGADAAN BAHAN LP3 <span class='label label-warning'>Tender Ulang</span>,Lembaga Penerbangan Dan Antariksa Nasional (LAPAN),Tender Sudah Selesai,"344,8 Jt",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,19,"Rp 350.000.000,00","Rp 344.813.700,00",Adam Pratama,Jl. Gunung Batu No. 27 RT.02 RW.02  - Bogor (Kota) - Jawa Barat,00.000.000.0-000.000,"Rp 229.600.800,00",pengadaan bahan lp3 span class='label label-warning tender ulang /span
179119,Pekerjaan Renovasi Interior Ruang Urdal,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"294,4 Jt",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,6,"Rp 294.408.000,00","Rp 294.407.592,58",PT. LESTARIJAYA EKAPERTIWI,"Gedung Is Plaza Lantai 8 R. 801, Jl Pramuka Raya Kav. 150, Utan Kayu Utara, Matraman, Jakarta Timur  - Jakarta Timur (Kota) - DKI Jakarta",01.358.787.8-001.000,"Rp 258.383.000,00",pekerjaan renovasi interior ruang urdal
177119,1(Satu) Paket Perangkat Monitoring Kondisi Propagasi Gelombang Radio Dan Perangkat Pengamatan TEC & Sintilasi GISTIM,Lembaga Penerbangan Dan Antariksa Nasional (LAPAN),Tender Sudah Selesai,"1,2 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,16,"Rp 1.222.533.000,00","Rp 1.222.391.000,00",CV. KHARISMA RISTA,JL. SATURNUS UTARA XV NO. 2 BANDUNG  - Bandung (Kota) - Jawa Barat,01.678.111.4-428.000,"Rp 1.216.242.179,00",1 satu paket perangkat monitoring kondisi propagasi gelombang radio perangkat pengamatan tec sintilasi gistim
175119,Kajian Model Analisis Dampak Pembangunan Kawasan Ekonomi Khusus (KEK) Terhadap Perekonomian Nasional,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,500 Jt,Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,Jasa Konsultansi Badan Usaha - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,10,"Rp 500.000.000,00","Rp 500.000.000,00",PT. SINERGI VISI UTAMA,"Jl. Nyi Retno Dumilah No.56 B RT/RW : 007/002 Prenggan, Kotagede Yogyakarta  - Yogyakarta (Kota) - DI Yogyakarta",02.205.757.4-541.000,,kajian model analisis dampak pembangunan kawasan ekonomi khusus kek perekonomian nasional
170119,Pengadaan Global Positioning System (GPS) Fishfinder dan Map untuk Kegiatan Ilmu Pengetahuan Teknologi Untuk Masyarakat/ Daerah (IPTEKDA) ,Lembaga Penerbangan Dan Antariksa Nasional (LAPAN),Tender Sudah Selesai,"2,3 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,23,"Rp 2.300.000.000,00","Rp 2.277.117.700,00",CV. JAYA MUKTI,"GEDUNG AIC, Lt 1, Jl. Dewi Sartika, No. 4A, RT/RW 002/007, Kel. Cililitan, Kec. Kramat Jati, Jakarta Timur  - Jakarta Timur (Kota) - DKI Jakarta",02.292.973.1-005.000,"Rp 2.121.000.079,00",pengadaan global positioning system gps fishfinder map kegiatan ilmu pengetahuan teknologi masyarakat/ daerah iptekda
168119,ATK dan Bahan Komputer Pendukung Operasional ,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"306,2 Jt",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,1,"Rp 315.000.000,00","Rp 306.175.650,00",CV Lentyo Bahtera Perdana,"Jl. Budi Murni No.48 Rt.009 Rw.03, Cipayung  - Jakarta Timur (Kota) - DKI Jakarta",02.109.946.0-009.000,"Rp 275.110.495,00",atk bahan komputer pendukung operasional
167119,"PENGADAAN PERALATAN DAN MESIN 
SISTEM PENGOLAH DATA SATELIT LANDSAT DATA CONTINUITY MISSION (LDCM)
 <span class='label label-warning'>Tender Ulang</span>",Lembaga Penerbangan Dan Antariksa Nasional (LAPAN),Tender Sudah Selesai,"4,2 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,18,"Rp 4.213.092.000,00","Rp 4.169.526.000,00",PT. Dwi Tunggal Putra,"Gedung Cyber Lt.9, Jl. Kuningan Barat No.8, Kelurahan Kuningan Barat, Kecamatan Mampang Prapatan, Jakarta Selatan 12170  - Jakarta Selatan (Kota) - DKI Jakarta",01.232.719.3-631.000,"Rp 3.898.180.000,00",pengadaan peralatan mesin sistem pengolah data satelit landsat data continuity mission ldcm span class='label label-warning tender ulang /span
165119,Pencetakan Buku Rencana Proyek Kerjasama Pemerintah dan Swasta (RPKPS)/PPP Book 2012,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"194,9 Jt",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,5,"Rp 195.000.000,00","Rp 194.859.500,00",CV. TIGA PUTRA JAYA,Jl. Duku V No. 7 Kr. Jati - Jakarta Timur  - Jakarta Timur (Kota) - DKI Jakarta,01.343.463.4-005.000,"Rp 105.600.000,00",pencetakan buku rencana proyek kerjasama pemerintah swasta rpkps /ppp book 2012
163119,PENGADAAN 1 (SATU) PAKET FLY WAY KIT PESAWAT HELIKOPTER BO-105 KANTOR PUSAT BADAN SAR NASIONAL,Badan SAR Nasional,Tender Sudah Selesai,2 M,Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,23,"Rp 2.000.000.000,00","Rp 2.000.000.000,00",PT.KASA CIPTA PERSADA,"KALIMALANG MAS BUILDING BLOK B/9,JL.TARUM BARAT NO.E-7,JAKARTA TIMUR 13430  - Jakarta Timur (Kota) - DKI Jakarta",01.593.359.1-007.000,"Rp 1.952.640.000,00",pengadaan 1 satu paket fly way kit pesawat helikopter bo-105 kantor pusat badan sar nasional
162119,PENGADAAN DAN PEMASANGAN 4 (EMPAT) SET CARGO HOOK PESAWAT HELIKOPTER BO-105 KANTOR PUSAT BADAN SAR NASIONAL,Badan SAR Nasional,Tender Sudah Selesai,"2,4 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,23,"Rp 2.400.000.000,00","Rp 2.400.000.000,00",PT. Citra Aviatama Dirgantara,Jl. Kayu Manis no.66 pondok cabe Airport Pamulang-tangerang selatan  - Tangerang (Kab.) - Banten,01.884.660.0-411.000,"Rp 2.331.000.000,00",pengadaan pemasangan 4 empat set cargo hook pesawat helikopter bo-105 kantor pusat badan sar nasional
161119,PENGADAAN 1 (SATU) PAKET GROUND SUPPORT EQUIPMENT PESAWAT HELIKOPTER BO-105 KANTOR PUSAT BADAN SAR NASIONAL,Badan SAR Nasional,Tender Sudah Selesai,3 M,Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,23,"Rp 3.000.000.000,00","Rp 3.000.000.000,00",PT. CITRA KARTIKA MANDIRI,GRAHA PERMATA PANCORAN BLOK C 6 LANTAI 1 JL. RAYA PASAR MINGGU KAV. 32 KELURAHAN PANCORAN - JAKARTA SELATAN  - Jakarta Selatan (Kota) - DKI Jakarta,01.760.499.2-019.000,"Rp 2.940.000.000,00",pengadaan 1 satu paket ground support equipment pesawat helikopter bo-105 kantor pusat badan sar nasional
160119,SISTEM TRANSMISI PAYLOAD SATELIT LAPAN-A3 <span class='label label-warning'>Tender Ulang</span>,Lembaga Penerbangan Dan Antariksa Nasional (LAPAN),Tender Sudah Selesai,9 M,Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,8,"Rp 9.000.000.000,00","Rp 9.000.000.000,00",PT. MULTI TRANS DATA,Jl. Siantar No. 9. Cideng  - Jakarta Pusat (Kota) - DKI Jakarta,02.415.311.6-028.000,"Rp 8.890.000.000,00",sistem transmisi payload satelit lapan-a3 span class='label label-warning tender ulang /span
158119,Pengadaan Meubelair Ruang Urdal,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"704,8 Jt",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,24,"Rp 704.799.000,00","Rp 704.799.000,00",CV. Bahtera Global Indotama,"Ruko Taman Surya 5 Blok DD2 No. 8, Pegadungan Kalideres-Jakarta Barat  - Jakarta Barat (Kota) - DKI Jakarta",03.016.710.0-085.000,"Rp 476.278.000,00",pengadaan meubelair ruang urdal
157119,Pengadaan dan Pemasangan Peralatan dan Mesin,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"686,1 Jt",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,18,"Rp 686.070.000,00","Rp 686.070.000,00",CV. JAYA SENTOSA,"JL. Rajawali Block B.15 Lt. 3  RT.007/001 Kel.Pasar Minggu, Kec. Pasar Minggu, Jakarta Selatan.  - Jakarta Selatan (Kota) - DKI Jakarta",03.124.105.2-017.000,"Rp 622.490.000,00",pengadaan pemasangan peralatan mesin
155119,Pengadaan Alat Pengolah Data,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"1,1 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,1.0,0.0,0,8,"Rp 1.098.625.000,00","Rp 1.098.625.000,00",CV. PROCOMP,"Jl. Taman Edelweis Barat Blok G No 30, Taman Galaxy - Jakasetia  - Bekasi (Kota) - Jawa Barat",21.013.131.4-432.000,"Rp 869.550.000,00",pengadaan alat pengolah data
153119,Pengadaan Jasa Lainnya (EO) Kegiatan Penyusunan Standar Kompetensi Kerja Nasional Indonesia Bidang PBJP,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"171,5 Jt",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,4,"Rp 171.479.000,00","Rp 171.479.000,00",PT. LIMBAR JAYA,"Jl. Tambak No.40, Kel. Pegangsaan, Kec. Menteng - Jakarta Pusat  - Jakarta Pusat (Kota) - DKI Jakarta",01.854.333.0-071.000,"Rp 162.129.000,00",pengadaan jasa lainnya eo kegiatan penyusunan standar kompetensi kerja nasional indonesia bidang pbjp
150119,Pekerjaan Pengadaan 18 (Delapan belas) unit Rescue Car Kantor Pusat Badan SAR Nasional,Badan SAR Nasional,Tender Sudah Selesai,"27,9 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,8,"Rp 27.900.000.000,00","Rp 27.890.280.000,00",DELIMA MANDIRI,Jl. Dreded No. 42  - Bogor (Kota) - Jawa Barat,02.369.680.0-431.000,"Rp 27.848.700.000,00",pekerjaan pengadaan 18 delapan belas unit rescue car kantor pusat badan sar nasional
149119,Pekerjaan Pengadaan Pembangunan 1 (Satu) unit Kapal Penyelamatan (Rescue Boat) Bahan Aluminium Panjang 59 M untuk Wilayah Indonesia Barat (Paket I),Badan SAR Nasional,Tender Sudah Selesai,"118,9 M",Prakualifikasi Dua Tahap,Lelang Umum,Sistem Nilai,Pekerjaan Konstruksi - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,16,"Rp 119.000.000.000,00","Rp 118.882.500.000,00",PT. Palindo Marine,"Komp. Nagoya Permai Blok A No. 6, Lubuk Baja Kota - Lubuk Baja Batam  - Batam (Kota) - Kepulauan Riau",02.537.950.4-215.000,,pekerjaan pengadaan pembangunan 1 satu unit kapal penyelamatan rescue boat bahan aluminium panjang 59 m wilayah indonesia barat paket i
148119,Pekerjaan Pengadaan Pembangunan 1 (Satu) unit Kapal Penyelamatan (Rescue Boat) Bahan Aluminium Panjang 59 M untuk wilayah Indonesia Timur (Paket II),Badan SAR Nasional,Tender Sudah Selesai,"118,9 M",Prakualifikasi Dua Tahap,Lelang Umum,Sistem Nilai,Pekerjaan Konstruksi - TA 2012,1,Nilai Kontrak belum dibuat,0.0,0.0,0,16,"Rp 119.000.000.000,00","Rp 118.882.500.000,00",PT. CITRA SHIPYARD,"Kavling 20 Sei Lekop, Sagulung, Tanjung Uncang, Batam  - Batam (Kota) - Kepulauan Riau",02.537.927.2-217.000,,pekerjaan pengadaan pembangunan 1 satu unit kapal penyelamatan rescue boat bahan aluminium panjang 59 m wilayah indonesia timur paket ii
