Kode,Nama Paket,Instansi,Tahap,HPS
1310119,Pembangunan Gedung Dan Bangunan Rumah Jabatan BBPPKI Medan spse 3  Pekerjaan Konstruksi - TA 2014 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"537,3 Jt"
1309119,Pengadaan Meubelair Gedung Utama Kantor Kementerian PPN/Bappenas spse 3  Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"2,6 M"
1307119,"Pengadaan Jasa Konsultansi Kajian Sistem Monitoring dan Evaluasi 
Kawasan Ekonomi Khusus (KEK)
 spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tidak Ada Jadwal,500 Jt
1305119,PENYEMPURNAAN REGULASI INDUSTRI TELEKOMUNIKASI spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"369,4 Jt"
1299119,Renovasi Interior Gedung Utama Kementerian PPN/Bappenas spse 3  Pekerjaan Konstruksi - TA 2014 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"4,8 M"
1298119,Pengadaan Alat Studio dan Komunikasi spse 3  Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"1,4 M"
1297119,Lelang Itemized Untuk Katalog Buku Kurikulum 2013 Satuan Pendidikan Sekolah Menengah Pertama atau sederajat dan Sekolah Menengah Atas atau sederajat spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"935,9 M"
1296119,Pencetakan Buku-Buku Kementerian PPN/Bappenas spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"556,9 Jt"
1294119,PEMBELIAN TONER DAN BAHAN UNTUK PROSES PERIJINAN FREKUENSI RADIO spse 3  Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"820,1 Jt"
1293119,Pengadaan Sewa Kendaraan Roda 4 Tender Ulang spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Nasional Hak Asasi Manusia,Tender Sudah Selesai,"872,8 Jt"
1290119,Pengadaan Jamuan/Konsumsi Penyelenggaraan Sidang Kelompok Pra-Musrenbangnas RKP 2015 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"576,5 Jt"
1289119,Jasa Konsultan Perorangan Tenaga Ahli Kelembagaan Untuk Penyiapan Platform Kebijakan Pengembangan Rencana Strategis Dan Platform Kebijakan Perkuatan Kapasitas Organisasi 2015 – 2019 Denas KEK spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,119 Jt
1287119,"Pengadaan Jasa Kantor Akuntan Publik Untuk Mengaudit Laporan Dana Kampanye Partai Politik Tingkat Pusat dan Calon Anggota DPD Peserta Pemilu Tahun 2014
Paket 9 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"604,7 Jt"
1286119,"Pengadaan Jasa Kantor Akuntan Publik Untuk Mengaudit Laporan Dana Kampanye Partai Politik Tingkat Pusat dan Calon Anggota DPD Peserta Pemilu Tahun 2014
Paket 11
 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"653,5 Jt"
1285119,"Pengadaan Jasa Kantor Akuntan Publik Untuk Mengaudit Laporan Dana Kampanye Partai Politik Tingkat Pusat dan Calon Anggota DPD Peserta Pemilu Tahun 2014
Paket 12
 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"604,7 Jt"
1283119,"Pengadaan Jasa Kantor Akuntan Publik Untuk Mengaudit Laporan Dana Kampanye Partai Politik Tingkat Pusat dan Calon Anggota DPD Peserta Pemilu Tahun 2014
Paket 8 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"730,2 Jt"
1275119,"Pengadaan Jasa Kantor Akuntan Publik Untuk Mengaudit Laporan Dana Kampanye Partai Politik Tingkat Pusat dan Calon Anggota DPD Peserta Pemilu Tahun 2014
Paket 13
 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"515,7 Jt"
1272119,"Pengadaan Jasa Kantor Akuntan Publik Untuk Mengaudit Laporan Dana Kampanye Partai Politik Tingkat Pusat dan Calon Anggota DPD Peserta Pemilu Tahun 2014
Paket 2 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"709,3 Jt"
1271119,"Pengadaan Jasa Kantor Akuntan Publik Untuk Mengaudit Laporan Dana Kampanye Partai Politik Tingkat Pusat dan Calon Anggota DPD Peserta Pemilu Tahun 2014
Paket 14
 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"522,6 Jt"
1270119,"Pengadaan Jasa Kantor Akuntan Publik Untuk Mengaudit Laporan Dana Kampanye Partai Politik Tingkat Pusat dan Calon Anggota DPD Peserta Pemilu Tahun 2014
Paket 1
 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"716,2 Jt"
1268119,Katalog Cetak Buku Kurikulum 2013 untuk Satuan Pendidikan Sekolah Dasar atau Sederajat Tahun Anggaran 2014 spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"904,5 M"
1266119,Pekerjaan Atap Gedung TS2 dan TS2A spse 3  Pekerjaan Konstruksi - TA 2014 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"1,7 M"
1261119,Pengadaan Alat Studio dan Komunikasi spse 3  Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"1,2 M"
1257119,"Pengadaan Building Management spse 3  Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 513.460.000,00",Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,534 Jt
1256119,"PENYEDIA JASA PRODUKSI MATERI KOMUNIKASI AUDIO/VISUAL (VIDEO) MATERI KOMUNIKASI ELEKTRONIK EITI/VIDEO INDONESIA
 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"398,3 Jt"
1252119,"Pengadaan Jasa Konsultasi Paket Pekerjaan Perumusan
Road Map Penyelenggaraan Telekomunikasi Khusus spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"665,3 Jt"
1251119,"Pengadaan Jasa Konsultasi Penyusunan
Kajian Mobile TV Digital spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,691 Jt
1250119,Penyusunan Kajian Keberlangsungan Program KPU/USO spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"711,4 Jt"
1249119,"PENGADAAN JASA KONSULTANSI VERIFIKASI CAPAIAN TKDN PENYELENGGARAAN TELEKOMUNIKASI
 Seleksi Ulang spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"888,9 Jt"
1247119,Pengadaan Bahan/Peralatan Kantor (Toner) Kementerian Koordinator Bidang Perekonomian Tahun 2014 spse 3  Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"399,9 Jt"
1246119,Pengadaan Peralatan Komputer dan Peralatan Rumah Tangga  Kementerian Koordinator Bidang Perekonomian Tahun 2014 spse 3  Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"942,8 Jt"
1245119,"Pengadaan
Jasa Penyebaran informasi Pemilu 2014 Melalui Talkshow di TV dan Radio serta SMS Broadcast Tender Ulang spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,9 M
1242119,Tenaga Ahli Perumahan dan Permukiman Sekretariat Kelompok Kerja Perumahan dan Kawasan Permukiman Tahun Anggaran 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,120 Jt
1239119,Pengadaan Jasa Sewa Mesin Photocopy untuk Keperluan Kantor Komisi Pemilihan Umum Tahun 2014 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,"610,7 Jt"
1238119,Jasa Kebersihan Gedung dan Halaman Taman spse 3  Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"432,7 Jt"
1236119,Pemeliharaan Kebersihan Gedung Kementerian PPN/Bappenas spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"2,2 M"
1235119,PEMBANGUNAN INFRASTRUKTUR SISTEM PENGELOLAAN FREKUENSI RADIO (SPFR) PAKET II (PEMBANGUNAN STASIUN MONITOR BERGERAK VHF-SHF TERINTEGRASI) spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Prakualifikasi Dua File Sistem NilaiNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"21,9 M"
1232119,"Penyediaan Layanan Call Center dalam rangka Implementasi Penyiaran Televisi Digital di Indonesia Tender Ulang spse 3  Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 1.348.967.429,00",Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"1,4 M"
1230119,"Penyediaan Jasa Audit Laporan Keuangan 2013 Seleksi Ulang spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Rp 770.440.000,00",Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,891 Jt
1228119,Jasa Sewa Mobil Kementerian Koordinator Bidang Perekonomian Tahun 2014 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"2,2 M"
1225119,"Pengadaan
Jasa Penyebaran informasi Pemilu 2014 Melalui Talkshow di TV dan Radio serta SMS Broadcast spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,9 M
1224119,"Pengadaan
Jasa Penyebaran informasi Pemilu 2014 Melalui Media Massa spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,46 M
1223119,PENGEMBANGAN DATA CENTER SIMS TAHAP II spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Prakualifikasi Dua File Sistem NilaiNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"13,9 M"
1221119,"Pengadaan Konsultansi Tenaga Perorangan Ahli Sistem Informasi
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"130,4 Jt"
1220119,PERUMUSAN INDEKS KINERJA KHUSUS PELAYANAN PERIZINAN SPEKTRUM FREKUENSI RADIO SEJALAN DENGAN REFORMASI BIROKRASI spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"428,7 Jt"
1219119,Tenaga Ahli Sistem Informasi Kementerian PPN/Bappenas TA 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2013 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,80 Jt
1216119,Unit Manajemen Proyek (PMU) Pengawasan Pembangunan Infrastruktur Sistem Pengelolaan Frekuensi Radio (SPFR) Seleksi Ulang spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"481,2 Jt"
1215119,Pengadaan Obat - obatan spse 3  Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"824,9 Jt"
1214119,"TENAGA AHLI INDIVIDUAL BIDANG EVALUASI DALAM RANGKA PELAKSANAAN KEGIATAN KOORDINASI PENYUSUNAN PERENCANAAN KEBIJAKAN, PEMANTAUAN, DAN EVALUASI DANA ALOKASI KHUSUS (DAK) BIDANG KEHUTANAN TAHUN ANGGARAN Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,80 Jt
1213119,Tenaga Ahli /Konsultan Bidang Lingkungan Kegiatan Koordinasi Strategis Optimalisasi Pelaksanaan dan Pengembangan Indonesia Climate Change Trust Fund (ICCTF) Direktorat Lingkungan Hidup Tahun Anggaran  Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,75 Jt
1210119,"PEMUTAKHIRAN DATA TEKNIS LAYANAN DINAS PENYIARAN, MARITIM DAN PENERBANGAN Seleksi Ulang spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"1,4 M"
1209119,"Jasa Pencetakan dan Distribusi Kotak Suara dan Bilik Suara Pemilu Anggota DPR, DPD, dan DPRD Tahun 2014 spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"2,9 M"
1208119,TENAGA AHLI  BIDANG EKONOMI WILAYAH PENGELOLAAN DATA INFORMASI KEWILAYAHAN BERBASIS SPASIAL DALAM MENDUKUNG PENGEMBANGAN REGIONAL DAN OTONOMI DAERAH Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"93,5 Jt"
1206119,TENAGA AHLI  BIDANG SISTEM INFORMASI PENGELOLAAN DATA INFORMASI KEWILAYAHAN BERBASIS SPASIAL DALAM MENDUKUNG PENGEMBANGAN REGIONAL DAN OTONOMI DAERAH Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"93,5 Jt"
1205119,TENAGA AHLI  BIDANG  PERENCANA WILAYAH PENYUSUNAN PROYEKSI SEKENARIO PENYUSUNAN KEBIJAKAN PEMBANGUNAN WILAYAH 34 PROVINSI SE-INDONESIA Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"61,2 Jt"
1202119,TENAGA AHLI PENGADAAN BARANG DAN JASA KEGIATAN INFRASTRUCTUR REFORM SECTOR DEVELOPMENT PROJECT (IRSDP) TAHUN ANGGARAN 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,180 Jt
1201119,TENAGA AHLI MANAJEMEN KEUANGAN KEGIATAN INFRASTRUCTUR REFORM SECTOR DEVELOPMENT PROJECT (IRSDP) TAHUN ANGGARAN 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,180 Jt
1200119,TENAGA AHLI PUBLIC PRIVATE PARTNERSHIP (PPP) KEGIATAN INFRASTRUCTUR REFORM SECTOR DEVELOPMENT PROJECT (IRSDP) TAHUN ANGGARAN 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,180 Jt
1197119,TENAGA AHLI PERENCANAAN SUMBER DAYA ALAM DAN LINGKUNGAN HIDUP KEGIATAN KAJIAN INDIKATOR PENILAIAN KINERJA PEMBANGUNAN SERTA PEMERINGKATAN KABUPATEN/KOTA BERDASARKAN KINERJA BIDANG TATA RUANG PERTANAHA Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"104,5 Jt"
1195119,TENAGA MUDA PENGADAAN BARANG DAN JASA  (2) KEGIATAN SEKRETARIAT PANITIA PENGADAAN BARANG DAN JASA PHLN TAHUN ANGGARAN 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,75 Jt
Kode,Nama Paket,Instansi,Tahap,HPS
1194119,TENAGA MUDA PENGADAAN BARANG DAN JASA  (1) KEGIATAN SEKRETARIAT PANITIA PENGADAAN BARANG DAN JASA PHLN TAHUN ANGGARAN 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,75 Jt
1193119,TENAGA AHLI ANALISIS KEGIATAN PENINGKATAN KERJASAMA KELEMBAGAAN ANTARA BAPPENAS DAN STAKEHOLDER  PEMBANGUNAN Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,50 Jt
1192119,"Pengadaan Peralatan Pengembangan Sarana Pusat Komunitas Kreatif   
 spse 3  Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"879,7 Jt"
1189119,PENGADAAN KONSULTAN MEDIA DAN KEHUMASAN (PERUSAHAAN) DALAM RANGKA MENUNJANG PROGRAM KOMUNIKASI DAN INFORMASI DI KEMENTERIAN PPN/BAPPENAS TAHUN 2014 spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,727 Jt
1179119,PENYUSUNAN MASTER PLAN PEMBANGUNAN DAN PENGEMBANGAN SISTEM MONITORING FREKUENSI RADIO (SMFR) SERTA STANDAR MINIMAL PERANGKAT MONITORING UPT spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"364,6 Jt"
1178119,Jasa Penyebaran Informasi Melalui Cover Seat Bis/Kereta Api dan Pemasangan Billboard spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,"6,9 M"
1176119,Pengadaan Perangkat Teknologi Informasi dan Komunikasi KPU (Server dan Penambahan Perangkat IT) spse 3  Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,"1,3 M"
1175119,Pengadaan perangkat Teknologi Informasi dan Komunikasi KPU (Storage dan Penambahan Server Blade) spse 3  Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,"4,6 M"
1172119,Tenaga Ahli Muda Teknik Lingkungan Koordinasi Pembangunan Permukiman dan Perumahan Tahun Anggaran 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,72 Jt
1171119,Tenaga Ahli Muda Perumahan Pemantauan dan Evaluasi Pencapaian Target MDG’s Bidang Permukiman dan Perumahan Tahun Anggaran 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,60 Jt
1170119,Tenaga Ahli Muda Perumahan dan Permukiman Koordinasi Pembangunan Permukiman dan Perumahan Tahun Anggaran 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,72 Jt
